trip_id,driver_id,user_id,pickup_location_id,dropoff_location_id,pickup_time,dropoff_time,distance_km,duration_minutes,base_fare,surge_multiplier,trip_status,payment_method,payment_status
TRP-001627,DRV-00179,USR-000986,LOC-023,LOC-021,2024-08-07 18:15:49,2024-08-07 19:15:49,14.62,60,52500.0,1.0,Completed,GoPay,Success
TRP-004825,DRV-00240,USR-001341,LOC-011,LOC-007,2024-03-02 22:55:34,2024-03-03 01:02:34,22.1,127,72500.0,1.0,Completed,GoPay,Success
TRP-000423,DRV-00396,USR-000061,LOC-036,LOC-036,2024-07-15 16:59:04,2024-07-15 17:08:04,2.8,9,15000.0,1.2,Completed,GoPay,Success
TRP-000087,DRV-00358,USR-000677,LOC-016,LOC-020,2024-12-16 21:30:14,2024-12-16 22:55:14,28.48,85,150500.0,1.0,Completed,GoPay,Success
TRP-008094,DRV-00302,USR-001740,LOC-025,LOC-029,2024-07-29 09:20:04,2024-07-29 10:07:04,12.93,47,26500.0,1.0,Completed,Cash,Success
TRP-006624,DRV-00227,USR-001798,LOC-016,LOC-014,2024-08-24 20:18:57,2024-08-24 22:01:57,21.97,103,69500.0,1.5,Completed,GoPay,Success
TRP-009150,DRV-00227,USR-000473,LOC-018,LOC-013,2024-05-30 09:50:42,2024-05-30 11:09:42,,79,60500.0,1.2,Completed,Credit Card,Success
TRP-002612,DRV-00088,USR-001923,LOC-034,LOC-030,2024-03-14 19:48:53,2024-03-14 20:01:53,4.1,13,13500.0,1.0,Completed,GoPay,Success
TRP-005230,DRV-00118,USR-001044,LOC-027,LOC-028,2024-03-20 16:57:26,2024-03-20 17:42:26,10.89,45,29000.0,1.0,Completed,GoPay,Success
TRP-004406,DRV-00244,USR-001023,LOC-026,LOC-029,2024-05-06 13:50:38,2024-05-06 14:26:38,,36,32000.0,1.0,Completed,Credit Card,Success
TRP-009435,DRV-00097,USR-001444,LOC-019,LOC-021,2024-09-01 20:40:37,2024-09-01 22:55:37,26.47,135,134500.0,1.5,Completed,Cash,Success
TRP-002931,DRV-00166,USR-001831,LOC-002,LOC-006,2024-11-28 18:43:45,2024-11-28 19:14:45,9.55,31,32500.0,2.5,Completed,Credit Card,Failed
TRP-005294,DRV-00365,USR-001891,LOC-019,LOC-023,2024-06-29 14:54:14,2024-06-29 15:18:14,5.7,24,16500.0,1.0,Completed,Cash,Success
TRP-007735,DRV-00251,USR-000965,LOC-036,LOC-036,2024-09-25 11:58:24,2024-09-25 12:54:24,11.64,56,,1.0,Completed,Credit Card,Success
TRP-001861,DRV-00053,USR-001302,LOC-021,LOC-024,2024-03-10 17:42:41,2024-03-10 17:52:41,2.0,10,9000.0,2.0,Completed,Credit Card,Success
TRP-001969,DRV-00205,USR-000534,LOC-010,LOC-004,2024-10-23 11:17:51,2024-10-23 11:38:51,4.08,21,9000.0,1.0,Cancelled,Cash,Success
TRP-003244,DRV-00112,USR-000218,LOC-035,LOC-037,2024-01-04 08:59:52,2024-01-04 10:36:52,26.37,97,108500.0,1.5,Cancelled,GoPay,Success
TRP-002018,DRV-00263,USR-000393,LOC-002,LOC-008,2024-11-15 18:16:25,2024-11-15 19:33:25,25.4,77,112500.0,1.0,Completed,GoPay,Failed
TRP-000646,DRV-00386,USR-000912,LOC-003,LOC-008,2024-10-14 18:04:39,2024-10-14 18:14:39,4.11,10,9000.0,1.0,Completed,GoPay,Success
TRP-002952,DRV-00023,USR-000058,LOC-002,LOC-002,2024-06-04 20:11:39,2024-06-04 21:38:39,17.59,87,96500.0,1.2,Completed,GoPay,Success
TRP-001351,DRV-00093,USR-001265,LOC-004,LOC-006,2024-11-23 18:33:24,2024-11-23 18:59:24,7.56,26,40000.0,1.0,Completed,GoPay,Success
TRP-007974,DRV-00127,USR-001108,LOC-017,LOC-018,2024-10-25 12:38:40,2024-10-25 13:09:40,6.47,31,30000.0,1.0,Completed,Cash,Success
TRP-000391,DRV-00141,USR-001921,LOC-027,LOC-028,2024-02-10 19:31:39,2024-02-10 19:39:39,2.37,8,9500.0,1.2,Completed,Credit Card,Success
TRP-004943,DRV-00124,USR-000581,LOC-010,LOC-006,2024-11-24 23:06:49,2024-11-24 23:24:49,7.23,18,26500.0,1.0,Completed,Cash,Success
TRP-001433,DRV-00170,USR-000079,LOC-044,LOC-044,2024-11-17 17:33:54,2024-11-17 19:15:54,21.51,102,,2.0,Completed,Credit Card,Success
TRP-001061,DRV-00422,USR-001525,LOC-040,LOC-043,2024-06-09 00:48:46,2024-06-09 02:02:46,14.48,74,73000.0,1.0,Completed,Cash,Success
TRP-004871,DRV-00213,USR-001812,LOC-028,LOC-026,2024-12-23 07:28:06,2024-12-23 07:57:06,5.76,29,21000.0,2.0,Failed,Credit Card,Success
TRP-006656,DRV-00042,USR-001257,LOC-021,LOC-023,2024-12-02 20:27:01,2024-12-02 21:38:01,13.37,71,31000.0,1.5,Completed,GoPay,Success
TRP-000707,DRV-00159,USR-001078,LOC-006,LOC-038,2024-02-12 00:52:59,2024-02-12 01:12:59,6.58,20,18500.0,1.5,Completed,GoPay,Success
TRP-001766,DRV-00440,USR-001689,LOC-044,LOC-043,2024-11-12 17:35:34,2024-11-12 19:13:34,19.7,98,62000.0,1.5,Completed,GoPay,Success
TRP-008444,DRV-00127,USR-001411,LOC-018,LOC-027,2024-05-28 17:29:52,2024-05-28 20:11:52,27.27,162,129000.0,2.5,Completed,GoPay,Success
TRP-004516,DRV-00322,USR-000375,LOC-016,LOC-013,2024-11-09 18:57:14,2024-11-09 19:45:14,,48,81000.0,1.0,Completed,GoPay,Success
TRP-005368,DRV-00045,USR-000519,LOC-004,LOC-011,2024-09-19 01:23:41,2024-09-19 01:43:41,5.13,20,13500.0,1.0,Cancelled,GoPay,Success
TRP-007112,DRV-00258,USR-001714,LOC-032,LOC-031,2024-09-25 17:13:31,2024-09-25 18:09:31,10.13,56,37500.0,1.2,Completed,Credit Card,Success
TRP-006940,DRV-00401,USR-000575,LOC-018,LOC-015,2024-03-06 15:59:39,2024-03-06 18:01:39,21.99,122,108500.0,1.0,Completed,GoPay,Success
TRP-008831,DRV-00094,USR-001872,LOC-011,LOC-002,2024-12-31 18:08:54,2024-12-31 18:17:54,2.51,9,9000.0,2.0,Completed,GoPay,Success
TRP-004731,DRV-00033,USR-001855,LOC-038,LOC-036,2024-11-23 18:12:20,2024-11-23 18:17:20,1.25,5,9000.0,1.2,Cancelled,GoPay,Success
TRP-000553,DRV-00105,USR-001226,LOC-015,LOC-015,2024-05-15 00:50:01,2024-05-15 01:49:01,10.62,59,38000.0,1.2,Cancelled,GoPay,Success
TRP-002056,DRV-00301,USR-001662,LOC-002,LOC-003,2024-12-27 19:49:24,2024-12-27 20:19:24,12.04,30,37000.0,1.5,Completed,Cash,Success
TRP-008166,DRV-00286,USR-000444,LOC-004,LOC-009,2024-01-15 18:38:17,2024-01-15 19:50:17,13.66,72,44500.0,1.2,Failed,GoPay,Success
TRP-004604,DRV-00029,USR-000934,LOC-018,LOC-017,2024-05-12 18:21:49,2024-05-12 20:14:49,29.11,113,153500.0,1.2,Cancelled,Cash,Success
TRP-006668,DRV-00474,USR-000293,LOC-010,LOC-008,2024-02-02 14:08:28,2024-02-02 15:36:28,29.79,88,129000.0,1.2,Completed,GoPay,Success
TRP-008937,DRV-00385,USR-001109,LOC-041,LOC-039,2024-08-30 03:18:38,2024-08-30 05:39:38,23.85,141,66000.0,1.2,Completed,Cash,Success
TRP-006427,DRV-00038,USR-000754,LOC-007,LOC-009,2024-02-13 10:51:18,2024-02-13 13:01:18,29.2,130,118000.0,1.0,Completed,GoPay,Success
TRP-004934,DRV-00145,USR-001103,LOC-025,LOC-010,2024-04-29 00:06:50,2024-04-29 01:00:50,20.23,54,45000.0,1.0,Completed,Credit Card,Success
TRP-000504,DRV-00243,USR-001665,LOC-037,LOC-037,2024-02-27 16:34:48,2024-02-27 17:32:48,12.12,58,46000.0,1.0,Cancelled,GoPay,Success
TRP-003040,DRV-00222,USR-001892,LOC-028,LOC-025,2024-09-05 07:52:20,2024-09-05 08:21:20,8.34,29,43000.0,1.2,Completed,Credit Card,Success
TRP-002748,DRV-00496,USR-001312,LOC-012,LOC-011,2024-01-29 18:05:50,2024-01-29 19:34:50,18.93,89,1956601.0,1.0,Completed,Cash,Success
TRP-007710,DRV-00286,USR-001663,LOC-006,LOC-001,2024-10-11 20:51:25,2024-10-11 21:44:25,,53,48500.0,1.0,Completed,GoPay,Success
TRP-002175,DRV-00465,USR-001143,LOC-015,LOC-017,2024-03-17 20:04:37,2024-03-17 20:31:37,4.73,27,22500.0,1.2,Completed,Cash,Success
TRP-000251,DRV-00356,USR-000259,LOC-021,LOC-022,2024-11-21 07:48:39,2024-11-21 09:26:39,18.03,98,73500.0,1.0,Completed,Cash,Success
TRP-005191,DRV-00298,USR-000674,LOC-024,LOC-024,2024-12-12 20:47:54,2024-12-12 21:51:54,24.45,64,63500.0,1.0,Completed,Cash,Success
TRP-002401,DRV-00425,USR-000991,LOC-046,LOC-045,2024-11-04 17:42:27,2024-11-04 18:40:27,15.56,58,57000.0,1.2,Completed,Cash,Success
TRP-003021,DRV-00131,USR-000341,LOC-007,LOC-007,2024-03-05 09:30:24,2024-03-05 09:41:24,3.14,11,9000.0,1.0,Completed,Credit Card,Success
TRP-000576,DRV-00204,USR-001731,LOC-017,LOC-014,2024-02-17 09:58:56,2024-02-17 11:48:56,,110,46500.0,1.2,Completed,GoPay,Success
TRP-005563,DRV-00358,USR-000869,LOC-013,LOC-042,2024-11-27 19:06:00,2024-11-27 21:23:00,29.04,137,132500.0,1.5,Failed,GoPay,Success
TRP-009810,DRV-00356,USR-001196,LOC-022,LOC-027,2024-07-17 13:00:49,2024-07-17 14:38:49,19.76,98,92000.0,1.0,Completed,Cash,Success
TRP-005495,DRV-00355,USR-000823,LOC-020,LOC-024,2024-07-10 12:46:46,2024-07-10 13:14:46,5.25,28,14000.0,1.0,Completed,Credit Card,Success
TRP-001671,DRV-00076,USR-000741,LOC-006,LOC-011,2024-08-25 03:06:10,2024-08-25 03:57:10,11.58,51,40000.0,1.0,Completed,Cash,Success
TRP-009800,DRV-00105,USR-000770,LOC-014,LOC-014,2024-08-19 07:14:37,2024-08-19 08:12:37,11.75,58,60000.0,1.2,Completed,Cash,Success
TRP-009258,DRV-00324,USR-001207,LOC-008,LOC-001,2024-01-23 18:25:42,2024-01-23 19:08:42,13.01,43,51500.0,1.2,Cancelled,GoPay,Success
TRP-009153,DRV-00099,USR-000883,LOC-021,LOC-024,2024-01-10 19:56:21,2024-01-10 20:04:21,2.71,8,15000.0,1.0,Completed,GoPay,Success
TRP-006829,DRV-00088,USR-000893,LOC-033,LOC-030,2024-04-06 20:04:36,2024-04-06 21:50:36,24.96,106,80000.0,1.0,Cancelled,Credit Card,Success
TRP-007000,DRV-00072,USR-000965,LOC-039,LOC-041,2024-02-05 08:59:25,2024-02-05 10:05:25,18.81,66,55500.0,1.5,Completed,Cash,Success
TRP-008172,DRV-00333,USR-000877,LOC-022,LOC-024,2024-04-29 10:27:41,2024-04-29 11:10:41,,43,69500.0,1.0,Completed,GoPay,Success
TRP-009831,DRV-00174,USR-001188,LOC-027,LOC-028,2024-09-11 06:52:17,2024-09-11 08:10:17,13.65,78,43000.0,1.0,Completed,Cash,Success
TRP-008016,DRV-00431,USR-000006,LOC-032,LOC-012,2024-02-15 11:24:30,2024-02-15 12:45:30,21.29,81,96500.0,1.0,Completed,GoPay,Success
TRP-006806,DRV-00376,USR-000872,LOC-029,LOC-027,2024-08-29 20:07:11,2024-08-29 22:10:11,29.56,123,129500.0,1.2,Completed,GoPay,Success
TRP-003643,DRV-00139,USR-001454,LOC-013,LOC-014,2024-09-07 07:25:36,2024-09-07 09:11:36,25.26,106,67000.0,1.0,Failed,GoPay,Success
TRP-004743,DRV-00305,USR-001898,LOC-010,LOC-004,2024-03-22 09:55:53,2024-03-22 10:38:53,7.87,43,43000.0,2.5,Completed,GoPay,Success
TRP-000847,DRV-00399,USR-001633,LOC-021,LOC-022,2024-03-29 11:30:53,2024-03-29 11:52:53,4.09,22,10000.0,1.0,Completed,GoPay,Success
TRP-004819,DRV-00137,USR-000755,LOC-025,LOC-026,2024-05-07 18:41:59,2024-05-07 18:49:59,2.79,8,15000.0,1.5,Completed,GoPay,Success
TRP-009570,DRV-00486,USR-001089,LOC-017,LOC-013,2024-07-05 01:39:48,2024-07-05 04:08:48,25.98,149,67500.0,1.0,Completed,GoPay,Success
TRP-001903,DRV-00492,USR-001628,LOC-029,LOC-026,2024-05-05 20:22:16,2024-05-05 23:14:16,29.1,172,60000.0,1.2,Completed,Cash,Success
TRP-006133,DRV-00492,USR-001552,LOC-027,LOC-028,2024-02-06 17:04:59,2024-02-06 17:53:59,13.67,49,54000.0,1.5,Completed,GoPay,Success
TRP-008237,DRV-00423,USR-001386,LOC-017,LOC-014,2024-11-27 18:06:17,2024-11-27 18:59:17,17.56,53,62000.0,1.0,Failed,GoPay,Success
TRP-007855,DRV-00427,USR-000577,LOC-010,LOC-008,2024-07-08 18:46:55,2024-07-08 19:29:55,17.15,43,37500.0,1.0,Completed,Credit Card,Success
TRP-000158,DRV-00103,USR-000975,LOC-017,LOC-016,2024-03-03 08:46:31,2024-03-03 09:31:31,9.08,45,42500.0,1.0,Done,Cash,Success
TRP-005155,DRV-00185,USR-000759,LOC-006,LOC-010,2024-12-31 07:25:54,2024-12-31 08:05:54,11.18,40,42000.0,1.2,Completed,GoPay,Success
TRP-009851,DRV-00265,USR-000237,LOC-001,LOC-010,2024-05-25 23:55:42,2024-05-26 00:00:42,1.5,5,15000.0,1.0,Completed,GoPay,Success
TRP-001617,DRV-00431,USR-000002,LOC-033,LOC-033,2024-03-09 02:42:42,2024-03-09 04:48:42,26.31,126,,1.2,Completed,GoPay,Success
TRP-005668,DRV-00051,USR-000976,LOC-002,LOC-004,2024-12-31 17:04:37,2024-12-31 17:32:37,7.28,28,28500.0,1.0,Completed,GoPay,Success
TRP-005532,DRV-00482,USR-000050,LOC-024,LOC-019,2024-12-24 09:30:43,2024-12-24 10:11:43,7.65,41,21000.0,1.2,Completed,Cash,Success
TRP-003279,DRV-00336,USR-001001,LOC-002,LOC-011,2024-12-16 17:13:24,2024-12-16 17:54:24,15.78,41,40500.0,1.0,Completed,GoPay,Pending
TRP-005371,DRV-00424,USR-000310,LOC-018,LOC-018,2024-11-23 20:00:49,2024-11-23 21:56:49,26.78,116,85500.0,1.5,Completed,GoPay,Pending
TRP-003338,DRV-00089,USR-001241,LOC-007,LOC-005,2024-04-30 11:48:30,2024-04-30 13:37:30,21.63,109,100000.0,1.0,Completed,GoPay,Success
TRP-006293,DRV-00441,USR-000190,LOC-024,LOC-023,2024-10-20 09:06:25,2024-10-20 11:11:25,24.35,125,56500.0,1.2,Completed,GoPay,Success
TRP-005063,DRV-00004,USR-001782,LOC-009,LOC-009,2024-08-25 05:24:36,2024-08-25 06:41:36,20.81,77,98500.0,1.0,Completed,GoPay,Success
TRP-004000,DRV-00185,USR-001077,LOC-007,LOC-007,2024-01-05 11:11:30,2024-01-05 11:20:30,2.15,9,15000.0,1.0,Failed,GoPay,Success
TRP-005042,DRV-00189,USR-000856,LOC-042,LOC-043,2024-11-05 18:39:04,2024-11-05 19:40:04,12.74,61,,1.2,Completed,Cash,Success
TRP-005154,DRV-00383,USR-001545,LOC-003,LOC-004,2024-03-05 20:21:00,2024-03-05 21:36:00,21.59,75,99500.0,1.2,Completed,Cash,Success
TRP-003724,DRV-00228,USR-001430,LOC-013,LOC-017,2024-12-06 19:15:05,2024-12-06 20:13:05,10.85,58,55000.0,2.0,Completed,GoPay,Success
TRP-002587,DRV-00303,USR-001530,LOC-028,LOC-028,2024-06-17 15:32:45,2024-06-17 16:46:45,23.83,74,74000.0,1.0,Failed,GoPay,Success
TRP-007161,DRV-00139,USR-000766,LOC-017,LOC-017,2024-12-14 20:04:11,2024-12-14 21:56:11,28.43,112,,1.5,Completed,GoPay,Success
TRP-003070,DRV-00329,USR-000172,LOC-003,LOC-009,2024-06-09 15:33:21,2024-06-09 16:33:21,17.4,60,37500.0,1.0,Completed,GoPay,Success
TRP-004172,DRV-00356,USR-001071,LOC-020,LOC-019,2024-12-23 17:01:38,2024-12-23 18:25:38,,84,70500.0,2.0,Completed,Credit Card,Success
TRP-001212,DRV-00050,USR-000301,LOC-001,LOC-032,2024-09-10 07:04:31,2024-09-10 08:54:31,29.73,110,73000.0,1.0,Completed,Cash,Success
TRP-009742,DRV-00293,USR-001177,LOC-012,LOC-001,2024-08-02 04:08:01,2024-08-02 04:34:01,4.52,26,18500.0,1.2,Failed,GoPay,Success
TRP-008339,DRV-00076,USR-000090,LOC-010,LOC-008,2024-05-18 09:12:46,2024-05-18 11:08:46,22.27,116,85000.0,1.2,Completed,Cash,Success
TRP-001337,DRV-00004,USR-001098,LOC-008,LOC-004,2024-09-13 03:22:55,2024-09-13 04:35:55,23.99,73,95000.0,1.0,Completed,GoPay,Success
TRP-008481,DRV-00153,USR-000109,LOC-027,LOC-028,2024-07-22 03:54:46,2024-07-22 04:04:46,3.91,10,11500.0,1.0,Completed,Credit Card,Failed
TRP-002660,DRV-00333,USR-001927,LOC-020,LOC-021,2024-01-29 17:55:39,2024-01-29 18:18:39,8.12,23,32500.0,1.5,Completed,GoPay,Pending
TRP-009228,DRV-00372,USR-001851,LOC-003,LOC-010,2024-04-29 15:44:54,2024-04-29 18:14:54,27.77,150,92500.0,1.0,Completed,GoPay,Success
TRP-009610,DRV-00166,USR-001564,LOC-010,LOC-002,2024-03-19 03:08:26,2024-03-19 04:27:26,14.76,79,51500.0,1.0,Completed,GoPay,Success
TRP-006908,DRV-00187,USR-001232,LOC-038,LOC-035,2024-12-24 19:27:31,2024-12-24 20:14:31,8.62,47,39500.0,1.0,Completed,GoPay,Success
TRP-001974,DRV-00342,USR-001077,LOC-044,LOC-045,2024-07-15 13:53:59,2024-07-15 14:34:59,8.52,41,42000.0,1.0,Completed,Cash,Success
TRP-004911,DRV-00021,USR-001013,LOC-006,LOC-001,2024-11-13 18:46:31,2024-11-13 19:24:31,13.96,38,39500.0,1.2,Completed,GoPay,Success
TRP-007065,DRV-00423,USR-000209,LOC-018,LOC-013,2024-12-02 15:55:16,2024-12-02 16:45:16,13.44,50,41500.0,1.0,Completed,Cash,Success
TRP-005770,DRV-00303,USR-000901,LOC-026,LOC-028,2024-12-17 09:24:38,2024-12-17 10:16:38,17.21,52,55000.0,1.5,Completed,Credit Card,Success
TRP-000473,DRV-00380,USR-000945,LOC-006,LOC-001,2024-06-13 16:55:00,2024-06-13 17:23:00,8.78,28,27500.0,1.0,Completed,Credit Card,Success
TRP-000670,DRV-00022,USR-001324,LOC-006,LOC-001,2024-04-08 14:25:28,2024-04-08 16:07:28,18.59,102,65000.0,1.0,Completed,Cash,Success
TRP-001781,DRV-00102,USR-000816,LOC-022,LOC-034,2024-11-07 09:47:01,2024-11-07 11:14:01,23.7,87,116500.0,1.0,Failed,Credit Card,Success
TRP-000522,DRV-00262,USR-000989,LOC-011,LOC-007,2024-03-04 08:48:52,2024-03-04 10:21:52,17.81,93,61500.0,1.2,Completed,GoPay,Success
TRP-001105,DRV-00457,USR-001980,LOC-024,LOC-021,2024-06-08 17:56:19,2024-06-08 19:48:19,,112,109000.0,1.2,Completed,Cash,Success
TRP-008341,DRV-00415,USR-000378,LOC-018,LOC-014,2024-02-19 11:36:00,2024-02-19 12:46:00,21.93,70,87500.0,1.0,Completed,GoPay,Success
TRP-001421,DRV-00309,USR-000010,LOC-031,LOC-033,2024-08-16 09:31:58,2024-08-16 10:01:58,5.11,30,21000.0,1.5,Cancelled,Cash,Success
TRP-004891,DRV-00029,USR-000802,LOC-018,LOC-015,2024-07-18 20:06:52,2024-07-18 20:47:52,8.5,41,39500.0,1.2,Completed,Cash,Success
TRP-003865,DRV-00462,USR-001789,LOC-044,LOC-044,2024-11-29 02:15:59,2024-11-29 02:45:59,8.55,30,39500.0,1.5,Completed,Cash,Success
TRP-003545,DRV-00135,USR-000294,LOC-008,LOC-007,2024-09-26 06:08:00,2024-09-26 07:10:00,14.27,62,56500.0,1.0,Completed,Cash,Success
TRP-008818,DRV-00338,USR-000225,LOC-031,LOC-034,2024-06-12 11:07:02,2024-06-12 11:28:02,8.37,21,21500.0,1.2,Cancelled,Cash,Success
TRP-005875,DRV-00045,USR-001037,LOC-010,LOC-001,2024-07-28 20:45:03,2024-07-28 20:51:03,2.15,6,9000.0,2.0,Completed,Cash,Success
TRP-003112,DRV-00309,USR-001512,LOC-031,LOC-030,2024-04-17 04:10:24,2024-04-17 05:48:24,17.03,98,76500.0,1.0,Completed,GoPay,Success
TRP-006562,DRV-00252,USR-001383,LOC-011,LOC-003,2024-03-07 07:39:03,2024-03-07 09:25:03,20.22,106,59000.0,1.5,Completed,Credit Card,Success
TRP-005921,DRV-00019,USR-001912,LOC-006,LOC-002,2024-12-10 20:05:32,2024-12-10 21:41:32,16.98,96,75000.0,1.2,Completed,Cash,Success
TRP-005506,DRV-00112,USR-000604,LOC-038,LOC-035,2024-06-22 22:31:39,2024-06-23 00:53:39,,142,119000.0,1.0,Cancelled,Credit Card,Success
TRP-005436,DRV-00039,USR-001526,LOC-038,LOC-037,2024-04-24 19:07:41,2024-04-24 19:22:41,4.74,15,22500.0,1.5,Completed,GoPay,Failed
TRP-005560,DRV-00246,USR-000351,LOC-044,LOC-046,2024-09-05 21:57:02,2024-09-05 22:27:02,9.87,30,35500.0,5.0,Completed,Cash,Success
TRP-005745,DRV-00025,USR-001192,LOC-029,LOC-026,2024-04-14 15:29:33,2024-04-14 15:38:33,2.21,9,9000.0,1.2,Cancelled,GoPay,Success
TRP-008113,DRV-00059,USR-001284,LOC-009,LOC-017,2024-05-22 19:34:13,2024-05-22 21:37:13,26.16,123,75000.0,1.0,Failed,GoPay,Success
TRP-000330,DRV-00144,USR-001943,LOC-006,LOC-004,2024-06-12 05:02:00,2024-06-12 05:14:00,2.51,12,15000.0,1.0,Cancelled,GoPay,Success
TRP-001394,DRV-00443,USR-000497,LOC-009,LOC-004,2024-04-22 18:22:31,2024-04-22 20:25:31,26.94,123,100000.0,1.2,Completed,GoPay,Success
TRP-009582,DRV-00394,USR-000061,LOC-036,LOC-036,2024-08-28 09:20:09,2024-08-28 10:04:09,15.85,44,36000.0,1.0,Completed,Credit Card,Success
TRP-005037,DRV-00034,USR-000952,LOC-037,LOC-035,2024-08-17 09:36:52,2024-08-17 09:51:52,4.68,15,23500.0,1.0,Completed,GoPay,Success
TRP-000108,DRV-00480,USR-000365,LOC-002,LOC-005,2024-08-06 13:16:10,2024-08-06 14:38:10,23.64,82,85500.0,1.0,Failed,GoPay,Success
TRP-007282,DRV-00088,USR-000836,LOC-032,LOC-031,2024-06-24 20:25:09,2024-06-24 22:09:09,23.08,104,90000.0,1.2,Completed,Cash,Success
TRP-005129,DRV-00348,USR-001070,LOC-023,LOC-020,2024-08-13 09:51:59,2024-08-13 11:30:59,26.97,99,64000.0,1.2,Completed,GoPay,Success
TRP-007478,DRV-00396,USR-000593,LOC-035,LOC-035,2024-10-22 17:33:26,2024-10-22 19:25:26,28.97,112,148000.0,1.2,Cancelled,GoPay,Success
TRP-006881,DRV-00244,USR-000392,LOC-025,LOC-028,2024-08-14 21:22:36,2024-08-14 22:10:36,11.66,48,30500.0,1.0,Cancelled,GoPay,Success
TRP-003791,DRV-00425,USR-000818,LOC-044,LOC-046,2024-07-06 19:51:03,2024-07-06 20:07:03,2.91,16,11500.0,1.0,Completed,Cash,Success
TRP-002229,DRV-00466,USR-001862,LOC-018,LOC-014,2024-06-08 17:26:24,2024-06-08 18:50:24,19.17,84,78000.0,2.5,Cancelled,GoPay,Success
TRP-006630,DRV-00432,USR-000310,LOC-046,LOC-045,2024-12-08 06:13:27,2024-12-08 07:54:27,17.48,101,58500.0,1.0,Cancelled,Cash,Success
TRP-000491,DRV-00147,USR-001582,LOC-003,LOC-010,2024-06-10 18:17:56,2024-06-10 18:57:56,6.78,40,17000.0,1.2,Completed,GoPay,Success
TRP-007505,DRV-00296,USR-001780,LOC-035,LOC-038,2024-03-05 19:01:04,2024-03-05 21:33:04,27.25,152,81500.0,1.5,Cancelled,Credit Card,Success
TRP-009211,DRV-00119,USR-001026,LOC-033,LOC-044,2024-05-05 07:23:57,2024-05-05 07:46:57,4.1,23,15500.0,2.0,Completed,Credit Card,Success
TRP-009781,DRV-00191,USR-000743,LOC-035,LOC-036,2024-03-23 07:50:47,2024-03-23 10:25:47,29.16,155,96500.0,1.5,Completed,GoPay,Failed
TRP-003999,DRV-00004,USR-001784,LOC-002,LOC-007,2024-01-26 00:49:45,2024-01-26 02:05:45,14.59,76,78500.0,1.5,Completed,Cash,Success
TRP-000031,DRV-00212,USR-000210,LOC-004,LOC-003,2024-03-10 20:39:28,2024-03-10 21:20:28,8.89,41,34500.0,1.0,Completed,GoPay,Success
TRP-002026,DRV-00190,USR-000648,LOC-029,LOC-027,2024-09-18 07:42:47,2024-09-18 09:24:47,28.06,102,92500.0,1.2,Completed,GoPay,Success
TRP-004627,DRV-00170,USR-000547,LOC-045,LOC-043,2024-10-22 07:03:00,2024-10-22 09:11:00,29.57,128,71000.0,1.5,Completed,Cash,Success
TRP-008373,DRV-00500,USR-000238,LOC-027,LOC-045,2024-03-02 09:52:46,2024-03-02 11:00:46,,68,54500.0,1.2,Completed,GoPay,Success
TRP-003742,DRV-00445,USR-001944,LOC-024,LOC-024,2024-01-27 15:08:15,2024-01-27 16:43:15,29.33,95,93500.0,1.0,Completed,Cash,Success
TRP-002761,DRV-00499,USR-001718,LOC-012,LOC-007,2024-11-18 19:00:19,2024-11-18 19:46:19,8.3,46,22500.0,1.0,Completed,GoPay,Success
TRP-002696,DRV-00394,USR-000010,LOC-038,LOC-035,2024-01-11 06:47:52,2024-01-11 08:50:52,28.31,123,87000.0,1.2,Completed,GoPay,Success
TRP-005079,DRV-00130,USR-000795,LOC-034,LOC-031,2024-04-14 20:01:23,2024-04-14 20:59:23,14.3,58,61500.0,1.0,Failed,GoPay,Success
TRP-009361,DRV-00310,USR-001401,LOC-002,LOC-012,2024-10-03 18:09:54,2024-10-03 19:49:54,20.61,100,79500.0,1.5,Completed,GoPay,Success
TRP-009456,DRV-00302,USR-001710,LOC-028,LOC-016,2024-07-28 17:18:10,2024-07-28 18:03:10,,45,33000.0,1.5,Completed,GoPay,Success
TRP-005518,DRV-00096,USR-000157,LOC-002,LOC-006,2024-08-21 13:30:54,2024-08-21 14:18:54,12.4,48,67000.0,1.2,Completed,GoPay,Success
TRP-000034,DRV-00127,USR-001920,LOC-018,LOC-014,2024-08-23 03:33:42,2024-08-23 05:35:42,29.48,122,143500.0,1.0,Completed,Cash,Success
TRP-000567,DRV-00233,USR-001554,LOC-020,LOC-022,2024-05-19 01:24:53,2024-05-19 02:41:53,26.84,77,119000.0,1.0,Cancelled,Cash,Success
TRP-005379,DRV-00397,USR-001117,LOC-026,LOC-027,2024-07-24 08:28:57,2024-07-24 08:33:57,2.18,5,9000.0,1.5,Completed,GoPay,Success
TRP-001775,DRV-00147,USR-001871,LOC-012,LOC-009,2024-10-09 09:10:15,2024-10-09 10:17:15,14.58,67,29500.0,1.2,Completed,GoPay,Success
TRP-009278,DRV-00159,USR-001573,LOC-002,LOC-010,2024-12-31 08:04:43,2024-12-31 08:51:43,11.68,47,28500.0,1.5,Completed,GoPay,Success
TRP-001460,DRV-00084,USR-000254,LOC-037,LOC-037,2024-09-21 23:14:21,2024-09-22 01:13:21,21.15,119,77000.0,1.0,Completed,GoPay,Success
TRP-005229,DRV-00262,USR-001901,LOC-008,LOC-008,2024-09-29 06:23:37,2024-09-29 08:37:37,25.67,134,66500.0,1.2,Failed,GoPay,Success
