raw_trip_id,trip_id,driver_id,user_id,pickup_location_id,dropoff_location_id,pickup_time,dropoff_time,distance_km,duration_minutes,base_fare,surge_multiplier,total_fare,trip_status,payment_method,payment_status
2544,TRP-002422,DRV-00471,USR-00020,LOC-0036,LOC-0014,2024-03-28 03:08:53,2024-03-28 03:56:53,5.71,48,,1.5,,Completed,Cash,Success
2545,TRP-002423,DRV-00483,USR-01754,LOC-0001,LOC-0014,2024-10-18 20:30:31,2024-10-18 21:27:31,11.51,57,24760.33,2.0,49520.66,Completed,GoPay,Success
2546,TRP-002424,DRV-00440,USR-01996,LOC-0047,LOC-0035,2024-02-12 01:41:08,2024-02-12 03:29:08,25.04,108,79809.58,1.0,79809.58,Cancelled,Credit Card,Success
2547,TRP-002425,DRV-00465,USR-01069,LOC-0016,LOC-0053,2024-09-29 01:37:54,2024-09-29 03:11:54,23.43,94,85530.3,1.0,85530.3,Completed,Credit Card,Success
2548,TRP-002425,DRV-00465,USR-01069,LOC-0016,LOC-0053,2024-09-29 01:37:54,2024-09-29 03:11:54,23.43,94,85530.3,1.0,85530.3,Completed,Credit Card,Success
2549,TRP-002426,DRV-00114,USR-01112,LOC-0005,LOC-0056,2024-05-30 11:49:18,2024-05-30 13:13:18,3.63,84,89999.71,1.0,89999.71,Completed,GoPay,Success
2550,TRP-002427,DRV-00301,USR-00132,LOC-0008,LOC-0036,2024-05-16 08:07:49,2024-05-16 08:27:49,2.65,20,58026.77,1.25,72533.46,Completed,GoPay,Success
2551,TRP-002428,DRV-00258,USR-00618,LOC-0012,LOC-0056,2024-03-28 02:11:21,2024-03-28 02:23:21,6.12,12,99691.21,1.0,99691.21,Failed,GoPay,Success
2552,TRP-002429,DRV-00498,USR-01911,LOC-0043,LOC-0010,2024-04-03 17:51:16,2024-04-03 18:09:16,34.75,18,108148.78,1.0,108148.78,Completed,Cash,Success
2553,TRP-002430,DRV-00226,USR-00955,LOC-0008,LOC-0043,2024-08-10 01:51:33,2024-08-10 03:06:33,28.32,75,67034.9,1.0,67034.9,Completed,Cash,Pending
2554,TRP-002431,DRV-00276,USR-00476,LOC-0017,LOC-0046,2024-09-08 04:00:12,2024-09-08 05:18:12,38.22,78,119381.04,1.25,149226.3,Completed,Cash,Success
2555,TRP-002432,DRV-00200,USR-01574,LOC-0002,LOC-0022,2024-04-03 18:19:12,2024-04-03 20:05:12,,106,10283.22,2.0,20566.44,Completed,GoPay,Success
2556,TRP-002433,DRV-00266,USR-01704,LOC-0011,LOC-0048,2024-06-07 16:37:24,2024-06-07 17:13:24,19.59,36,45019.97,1.25,56274.96,Completed,Credit Card,Success
2557,TRP-002434,DRV-00083,USR-00973,LOC-0056,LOC-0017,2024-09-08 20:06:45,2024-09-08 20:53:45,35.07,47,47112.66,1.25,58890.83,Completed,Cash,Success
2558,TRP-002435,DRV-00409,USR-00897,LOC-0053,LOC-0044,2024-10-10 01:49:58,2024-10-10 03:26:58,18.93,97,124185.19,5.0,124185.19,Completed,Cash,Success
2559,TRP-002436,DRV-00312,USR-01995,LOC-0035,LOC-0057,2024-03-05 04:42:42,2024-03-05 05:16:42,18.65,34,21956.19,1.25,27445.24,Completed,Credit Card,Success
2560,TRP-002437,DRV-00308,USR-00144,LOC-0012,LOC-0034,2024-01-30 18:54:58,2024-01-30 19:26:58,37.91,32,141960.39,1.75,248430.68,Completed,Credit Card,Success
2561,TRP-002438,DRV-00388,USR-01716,LOC-0048,LOC-0007,2024-08-24 01:26:19,2024-08-24 02:01:19,8.49,35,68700.75,1.5,103051.12,completed,Cash,Success
2562,TRP-002439,DRV-00182,USR-01815,LOC-0045,LOC-0009,2024-01-23 16:02:58,2024-01-23 16:17:58,11.35,15,36068.06,1.25,45085.07,Completed,GoPay,Success
2563,TRP-002440,DRV-00239,USR-01051,LOC-0014,LOC-0002,2024-03-15 20:32:11,2024-03-15 20:54:11,20.12,22,93543.56,1.0,93543.56,Completed,GoPay,Failed
2564,TRP-002441,DRV-00058,USR-00621,LOC-0048,LOC-0042,2024-02-09 11:59:49,2024-02-09 13:40:49,24.22,101,63311.27,1.25,79139.09,Cancelled,GoPay,Success
2565,TRP-002442,DRV-00180,USR-00512,LOC-0051,LOC-0033,2024-05-10 11:32:15,2024-05-10 11:53:15,36.36,21,46732.21,1.0,46732.21,Completed,Cash,Success
2566,TRP-002443,DRV-00428,USR-00946,LOC-0024,LOC-0057,2024-03-08 19:20:07,2024-03-08 20:40:07,18.66,80,123953.31,1.25,154941.64,Completed,GoPay,Failed
2567,TRP-002444,DRV-00128,USR-01832,LOC-0046,LOC-0053,2024-02-15 16:34:25,2024-02-15 18:08:25,7.1,94,117140.59,0.5,234281.18,Completed,Cash,Failed
2568,TRP-002445,DRV-00068,USR-00677,LOC-0017,LOC-0052,2024-06-15 04:44:42,2024-06-15 05:54:42,38.7,70,30791.49,1.25,38489.36,failed,Cash,Success
2569,TRP-002446,DRV-00387,USR-00989,LOC-0040,LOC-0020,2024-01-06 01:23:10,2024-01-06 02:50:10,28.09,87,127046.77,2.0,254093.54,Completed,Cash,Success
2570,TRP-002447,DRV-00325,USR-01368,LOC-0050,LOC-0023,2024-04-27 22:45:09,2024-04-27 23:27:09,1.99,42,110496.54,1.25,138120.67,Cancelled,Credit Card,Success
2571,TRP-002448,DRV-00293,USR-00368,LOC-0052,LOC-0009,2024-07-27 20:07:40,2024-07-27 20:45:40,33.65,38,109836.93,1.0,109836.93,Completed,Credit Card,Success
2572,TRP-002449,DRV-00097,USR-00851,LOC-0040,LOC-0016,2024-12-25 11:20:25,2024-12-25 12:39:25,29.68,79,59016.59,1.0,59016.59,Failed,Cash,Success
2573,TRP-002450,DRV-00225,USR-00329,LOC-0028,LOC-0057,2024-01-26 09:51:18,2024-01-26 10:05:18,22.1,14,125349.42,1.0,125349.42,Completed,Credit Card,Success
2574,TRP-002451,DRV-00275,USR-01458,LOC-0039,LOC-0040,2024-07-07 21:00:48,2024-07-07 21:56:48,39.88,56,80788.9,1.0,80788.9,Cancelled,Credit Card,Success
2575,TRP-002451,DRV-00275,USR-01458,LOC-0039,LOC-0040,2024-07-07 21:00:48,2024-07-07 21:56:48,39.88,56,80788.9,1.0,80788.9,Cancelled,Credit Card,Success
2576,TRP-002452,DRV-00208,USR-00676,LOC-0005,LOC-0008,2024-08-11 01:30:02,2024-08-11 02:50:02,38.35,80,135489.46,1.25,169361.82,Completed,Cash,Success
2577,TRP-002453,DRV-00147,USR-01834,LOC-0031,LOC-0045,2024-06-28 11:31:57,2024-06-28 11:43:57,16.48,12,82928.24,1.25,103660.3,Completed,Cash,Success
2578,TRP-002454,DRV-00476,USR-00342,LOC-0055,LOC-0030,2024-10-01 04:38:53,2024-10-01 05:34:53,13.02,56,146375.87,1.0,146375.87,Cancelled,Cash,Success
2579,TRP-002455,DRV-00206,USR-01819,LOC-0049,LOC-0040,2024-08-07 05:25:38,2024-08-07 06:43:38,4.17,78,17957.27,1.0,17957.27,Completed,Credit Card,Success
2580,TRP-002456,DRV-00366,USR-01897,LOC-0027,LOC-0003,2024-06-04 05:42:31,2024-06-04 07:19:31,16.67,97,53269.27,1.5,79903.9,Cancelled,GoPay,Success
2581,TRP-002457,DRV-00135,USR-01191,LOC-0016,LOC-0043,2024-03-01 01:36:09,2024-03-01 02:31:09,34.19,55,0.0,2.0,0.0,Completed,Credit Card,Success
2582,TRP-002458,DRV-00256,USR-01251,LOC-0029,LOC-0046,2024-10-25 14:24:16,2024-10-25 14:45:16,,21,12977.8,1.0,12977.8,Completed,GoPay,Success
2583,TRP-002458,DRV-00256,USR-01251,LOC-0029,LOC-0046,2024-10-25 14:24:16,2024-10-25 14:45:16,,21,12977.8,1.0,12977.8,Completed,GoPay,Success
2584,TRP-002459,DRV-00368,USR-01048,LOC-0053,LOC-0026,2024-11-05 04:42:57,2024-11-05 05:24:57,13.03,42,97492.48,3.5,146238.72,Cancelled,Cash,Pending
2585,TRP-002460,DRV-00032,USR-01553,LOC-0006,LOC-0011,2024-02-21 16:41:31,2024-02-21 18:35:31,35.19,114,26300.32,2.0,52600.64,Completed,Cash,Success
2586,TRP-002461,DRV-00465,USR-00239,LOC-0025,LOC-0011,2024-04-22 02:13:11,2024-04-22 02:40:11,24.64,27,120119.16,1.0,120119.16,Completed,Credit Card,Success
2587,TRP-002462,DRV-00011,USR-01105,LOC-0015,LOC-0020,2024-08-05 03:23:16,2024-08-05 04:21:16,11.35,58,26391.65,1.5,39587.48,Completed,Credit Card,Success
2588,TRP-002463,DRV-00140,USR-01226,LOC-0032,LOC-0025,2024-03-08 05:05:57,2024-03-08 05:28:57,33.64,23,50140.7,1.25,62675.88,Cancelled,Credit Card,Success
2589,TRP-002464,DRV-00296,USR-01147,LOC-0012,LOC-0014,2024-08-24 17:20:22,2024-08-24 19:01:22,18.7,101,132136.27,1.0,132136.27,Completed,Cash,Success
2590,TRP-002465,DRV-00185,USR-00751,LOC-0023,LOC-0043,2024-09-15 19:17:48,2024-09-15 19:29:48,3.65,12,19293.74,1.25,24117.18,Cancelled,GoPay,Success
2591,TRP-002466,DRV-00484,USR-00016,LOC-0006,LOC-0051,2024-08-10 06:46:54,2024-08-10 07:45:54,15.23,59,89698.4,1.0,89698.4,Completed,Credit Card,Failed
2592,TRP-002467,DRV-00003,USR-00281,LOC-0003,LOC-0042,2024-10-22 14:51:55,2024-10-22 15:27:55,20.67,36,,1.0,,Completed,GoPay,Success
2593,TRP-002468,DRV-00004,USR-00070,LOC-0019,LOC-0028,2024-07-29 05:35:02,2024-07-29 06:47:02,24.74,72,59514.1,1.0,59514.1,Cancelled,Credit Card,Success
2594,TRP-002469,DRV-00417,USR-00292,LOC-0012,LOC-0011,2024-08-27 17:56:23,2024-08-27 18:13:23,,17,100069.71,1.5,150104.57,Completed,GoPay,Success
2595,TRP-002470,DRV-00414,USR-01321,LOC-0027,LOC-0050,2024-08-10 16:17:38,2024-08-10 18:13:38,2.29,116,148511.92,1.75,259895.86,Completed,Credit Card,Success
2596,TRP-002471,DRV-00288,USR-01296,LOC-0037,LOC-0044,2024-12-10 05:23:33,2024-12-10 06:57:33,35.53,94,21567.0,1.75,37742.25,Completed,GoPay,Success
2597,TRP-002472,DRV-00449,USR-00510,LOC-0057,LOC-0011,2024-05-20 13:33:31,2024-05-20 14:26:31,9.32,53,32066.67,1.75,56116.67,Completed,Credit Card,Success
2598,TRP-002473,DRV-00156,USR-01085,LOC-0014,LOC-0031,2024-04-01 12:15:49,2024-04-01 14:00:49,27.53,105,29173.71,2.0,58347.42,Cancelled,GoPay,Success
2599,TRP-002474,DRV-00309,USR-00670,LOC-0048,LOC-0019,2024-12-15 04:57:05,2024-12-15 05:17:05,22.12,20,107318.14,1.0,107318.14,Completed,GoPay,Success
2600,TRP-002475,DRV-00023,USR-01196,LOC-0035,LOC-0004,2024-11-13 12:45:54,2024-11-13 14:09:54,23.91,84,122381.64,1.5,183572.46,Completed,Credit Card,Success
2601,TRP-002476,DRV-00201,USR-00766,LOC-0021,LOC-0035,2024-09-17 11:01:40,2024-09-17 11:49:40,7.06,48,59216.11,1.75,103628.19,Completed,Credit Card,Success
2602,TRP-002477,DRV-00253,USR-00699,LOC-0002,LOC-0007,2024-08-22 04:23:34,2024-08-22 04:59:34,6.71,36,60338.19,1.5,90507.29,Cancelled,Cash,Success
2603,TRP-002478,DRV-00090,USR-00391,LOC-0033,LOC-0052,2024-02-09 17:36:48,2024-02-09 18:21:48,24.75,45,73010.8,1.25,91263.5,Completed,GoPay,Success
2604,TRP-002479,DRV-00149,USR-01208,LOC-0016,LOC-0035,2024-05-28 20:10:16,2024-05-28 21:51:16,38.65,101,62502.28,1.5,93753.42,Failed,Cash,Success
2605,TRP-002480,DRV-00112,USR-00128,LOC-0056,LOC-0050,2024-10-05 11:35:37,2024-10-05 12:40:37,13.49,65,85083.44,1.0,85083.44,Completed,Cash,Pending
2606,TRP-002481,DRV-00347,USR-01305,LOC-0057,LOC-0036,2024-08-09 08:37:54,2024-08-09 09:49:54,9.54,72,13994.58,1.0,13994.58,Completed,Credit Card,Failed
2607,TRP-002482,DRV-00443,USR-00260,LOC-0037,LOC-0034,2024-11-27 17:59:52,2024-11-27 19:39:52,8.78,100,84498.36,1.0,84498.36,Completed,Cash,Success
2608,TRP-002483,DRV-00253,USR-01907,LOC-0020,LOC-0053,2024-08-19 03:18:02,2024-08-19 04:48:02,22.26,90,88736.42,1.0,88736.42,Completed,Cash,Failed
2609,TRP-002484,DRV-00304,USR-00935,LOC-0001,LOC-0054,2024-01-31 18:06:51,2024-01-31 19:49:51,8.26,103,68050.14,1.0,68050.14,Completed,Cash,Success
2610,TRP-002485,DRV-00320,USR-01574,LOC-0031,LOC-0027,2024-08-24 22:34:15,2024-08-24 22:45:15,14.39,11,44547.85,1.5,66821.77,Cancelled,Credit Card,Success
2611,TRP-002486,DRV-00355,USR-00269,LOC-0043,LOC-0016,2024-03-08 05:32:00,2024-03-08 06:45:00,28.54,73,14503.36,1.5,21755.04,Completed,GoPay,Success
2612,TRP-002487,DRV-00104,USR-01763,LOC-0020,LOC-0034,2024-08-26 03:06:44,2024-08-26 04:28:44,30.75,82,99111.09,1.0,99111.09,Completed,GoPay,Pending
2613,TRP-002488,DRV-00203,USR-00430,LOC-0050,LOC-0054,2024-01-26 21:29:16,2024-01-26 23:20:16,3.77,111,106865.73,3.5,160298.6,Completed,GoPay,Success
2614,TRP-002489,DRV-00318,USR-00389,LOC-0007,LOC-0037,2024-02-11 09:36:52,2024-02-11 10:14:52,38.93,38,30807.58,1.0,30807.58,Completed,Credit Card,Success
2615,TRP-002490,DRV-00004,USR-00921,LOC-0055,LOC-0027,2024-04-08 16:52:46,2024-04-08 18:38:46,35.52,106,25339.66,1.25,31674.58,Completed,Credit Card,Success
2616,TRP-002491,DRV-00483,USR-00480,LOC-0049,LOC-0040,2024-04-19 07:20:07,2024-04-19 08:40:07,26.35,80,119018.26,1.75,208281.95,Completed,Cash,Success
2617,TRP-002492,DRV-00068,USR-00331,LOC-0029,LOC-0048,2024-07-06 18:14:12,2024-07-06 19:12:12,27.75,58,28147.94,1.25,35184.92,Completed,Cash,Failed
2618,TRP-002493,DRV-00180,USR-01821,LOC-0008,LOC-0047,2024-11-08 10:39:37,2024-11-08 12:04:37,2.49,85,71607.45,1.0,71607.45,Completed,Credit Card,Success
2619,TRP-002494,DRV-00251,USR-00211,LOC-0002,LOC-0045,2024-09-17 07:05:19,2024-09-17 08:21:19,10.99,76,56435.66,1.75,98762.4,Failed,Cash,Success
2620,TRP-002495,DRV-00268,USR-00859,LOC-0034,LOC-0041,2024-07-16 22:42:56,2024-07-17 00:39:56,38.53,117,101014.71,2.0,202029.42,Completed,GoPay,Failed
2621,TRP-002496,DRV-00134,USR-01334,LOC-0026,LOC-0042,2024-08-12 21:44:39,2024-08-12 21:54:39,8.51,10,82495.13,1.0,82495.13,Completed,Cash,Failed
2622,TRP-002497,DRV-00043,USR-01740,LOC-0044,LOC-0041,2024-09-16 08:00:44,2024-09-16 08:30:44,39.18,30,137054.68,1.0,137054.68,Completed,Credit Card,Success
2623,TRP-002498,DRV-00328,USR-00432,LOC-0036,LOC-0020,2024-05-24 20:00:28,2024-05-24 21:48:28,33.89,108,60247.71,1.0,60247.71,Completed,GoPay,Success
2624,TRP-002499,DRV-00447,USR-00694,LOC-0033,LOC-0025,2024-10-10 19:00:59,2024-10-10 20:29:59,36.89,89,96286.59,1.25,120358.24,Completed,Credit Card,Failed
2625,TRP-002500,DRV-00127,USR-01426,LOC-0011,LOC-0040,2024-05-31 09:53:48,2024-05-31 11:06:48,20.4,73,78824.28,1.0,78824.28,Completed,GoPay,Success
2626,TRP-002501,DRV-00417,USR-00614,LOC-0012,LOC-0052,2024-07-17 21:34:19,2024-07-17 23:27:19,2.35,113,21439.99,1.0,21439.99,Completed,Cash,Success
2627,TRP-002502,DRV-00037,USR-01894,LOC-0044,LOC-0045,2024-04-11 05:28:43,2024-04-11 05:42:43,37.8,14,70007.26,1.25,87509.07,Failed,Cash,Success
2628,TRP-002503,DRV-00457,USR-00036,LOC-0030,LOC-0023,2024-11-08 00:18:03,2024-11-08 00:56:03,14.59,38,38042.66,1.0,38042.66,Cancelled,Cash,Success
2629,TRP-002504,DRV-00079,USR-00318,LOC-0046,LOC-0014,2024-11-24 12:11:08,2024-11-24 12:27:08,24.16,16,148295.07,1.0,148295.07,Completed,Credit Card,Success
2630,TRP-002505,DRV-00350,USR-00448,LOC-0015,LOC-0051,2024-12-23 18:55:27,2024-12-23 19:43:27,11.07,48,53716.27,1.0,53716.27,Completed,Cash,Success
2631,TRP-002506,DRV-00330,USR-01220,LOC-0015,LOC-0032,2024-03-23 19:10:53,2024-03-23 20:56:53,14.21,106,101294.47,1.0,101294.47,Completed,GoPay,Success
2632,TRP-002507,DRV-00399,USR-01679,LOC-0029,LOC-0035,2024-06-18 15:33:32,2024-06-18 17:29:32,21.5,116,73056.15,1.0,73056.15,Completed,Credit Card,Success
2633,TRP-002508,DRV-00256,USR-01930,LOC-0043,LOC-0006,2024-07-14 20:51:55,2024-07-14 22:32:55,30.74,101,106112.95,1.5,159169.42,Completed,Credit Card,Success
2634,TRP-002509,DRV-00439,USR-01561,LOC-0038,LOC-0039,2024-04-26 05:01:56,2024-04-26 06:42:56,35.62,101,94220.59,1.25,117775.74,Completed,GoPay,Success
2635,TRP-002509,DRV-00439,USR-01561,LOC-0038,LOC-0039,2024-04-26 05:01:56,2024-04-26 06:42:56,35.62,101,94220.59,1.25,117775.74,Completed,GoPay,Success
2636,TRP-002510,DRV-00184,USR-00168,LOC-0011,LOC-0055,2024-03-05 15:18:59,2024-03-05 16:35:59,27.51,77,129305.37,1.75,226284.4,Completed,Credit Card,Success
2637,TRP-002511,DRV-00466,USR-00179,LOC-0036,LOC-0038,2024-02-15 06:35:58,2024-02-15 06:49:58,2.15,14,100437.62,1.25,125547.02,Completed,Cash,Success
2638,TRP-002512,DRV-00372,USR-01633,LOC-0041,LOC-0030,2024-12-15 22:48:36,2024-12-15 23:20:36,16.61,32,132064.69,1.0,132064.69,Completed,Credit Card,Success
2639,TRP-002513,DRV-00423,USR-01408,LOC-0029,LOC-0040,2024-01-08 04:00:12,2024-01-08 04:37:12,13.57,37,103905.36,1.75,181834.38,Completed,GoPay,Success
2640,TRP-002514,DRV-00204,USR-01942,LOC-0040,LOC-0044,2024-01-31 13:30:23,2024-01-31 14:48:23,29.0,78,68614.43,2.5,171536.07,Failed,Credit Card,Pending
2641,TRP-002515,DRV-00105,USR-01551,LOC-0032,LOC-0003,2024-10-01 04:53:02,2024-10-01 05:53:02,6.7,60,30047.59,1.0,30047.59,Completed,Credit Card,Pending
2642,TRP-002516,DRV-00363,USR-00657,LOC-0031,LOC-0007,2024-12-13 17:23:57,2024-12-13 19:21:57,17.87,118,127238.6,1.0,127238.6,Completed,Cash,Failed
2643,TRP-002517,DRV-00294,USR-01250,LOC-0018,LOC-0034,2024-04-05 01:48:43,2024-04-05 03:41:43,31.87,113,131825.8,1.25,164782.25,Completed,GoPay,Success
2644,TRP-002518,DRV-00171,USR-00473,LOC-0047,LOC-0009,2024-04-29 04:37:39,2024-04-29 06:06:39,18.57,89,57052.47,1.0,57052.47,CANCELLED,GoPay,Success
2645,TRP-002519,DRV-00353,USR-01516,LOC-0026,LOC-0008,2024-09-02 14:13:08,2024-09-02 15:10:08,29.13,57,133055.32,1.5,199582.98,Completed,GoPay,Failed
2646,TRP-002520,DRV-00232,USR-00163,LOC-0030,LOC-0005,2024-08-01 12:56:01,2024-08-01 14:01:01,13.56,65,133243.57,1.0,133243.57,Completed,Cash,Success
2647,TRP-002521,DRV-00354,USR-00790,LOC-0048,LOC-0050,2024-03-22 11:07:11,2024-03-22 12:07:11,8.61,60,108844.36,1.25,136055.45,Completed,Credit Card,Success
2648,TRP-002522,DRV-00030,USR-00473,LOC-0032,LOC-0040,2024-10-18 02:25:25,2024-10-18 03:48:25,22.41,83,36037.63,1.0,36037.63,Completed,Cash,Success
2649,TRP-002523,DRV-00230,USR-01708,LOC-0045,LOC-0037,2024-11-11 07:01:01,2024-11-11 08:46:01,9.49,105,79205.01,1.0,79205.01,Completed,Credit Card,Success
2650,TRP-002524,DRV-00108,USR-00910,LOC-0001,LOC-0049,2024-04-20 23:54:40,2024-04-21 00:45:40,35.45,51,133527.27,1.5,200290.9,Completed,Cash,Success
2651,TRP-002525,DRV-00080,USR-01103,LOC-0009,LOC-0014,2024-12-05 01:32:58,2024-12-05 02:34:58,23.61,62,114810.29,1.25,143512.86,Completed,GoPay,Success
2652,TRP-002526,DRV-00102,USR-01702,LOC-0016,LOC-0029,2024-10-18 02:21:56,2024-10-18 03:29:56,30.14,68,126718.19,1.0,126718.19,Completed,GoPay,Success
2653,TRP-002527,DRV-00045,USR-01856,LOC-0043,LOC-0048,2024-05-04 02:33:19,2024-05-04 03:51:19,5.2,78,25569.01,1.0,25569.01,Completed,Credit Card,Success
2654,TRP-002528,DRV-00318,USR-01005,LOC-0048,LOC-0033,2024-08-13 00:36:25,2024-08-13 02:17:25,36.55,101,58012.74,1.25,72515.93,Failed,GoPay,Success
2655,TRP-002529,DRV-00471,USR-00015,LOC-0031,LOC-0011,2024-03-30 04:42:53,2024-03-30 05:10:53,29.37,28,29833.84,1.75,52209.22,Cancelled,Cash,Success
2656,TRP-002530,DRV-00261,USR-01939,LOC-0035,LOC-0014,2024-04-29 05:49:52,2024-04-29 07:36:52,37.67,107,45052.04,1.0,45052.04,Completed,GoPay,Success
2657,TRP-002530,DRV-00261,USR-01939,LOC-0035,LOC-0014,2024-04-29 05:49:52,2024-04-29 07:36:52,37.67,107,45052.04,1.0,45052.04,Completed,GoPay,Success
2658,TRP-002531,DRV-00111,USR-01196,LOC-0009,LOC-0034,2024-09-17 08:03:09,2024-09-17 09:34:09,8.4,91,17740.17,1.0,17740.17,Completed,GoPay,Success
2659,TRP-002532,DRV-00490,USR-00492,LOC-0020,LOC-0006,2024-01-11 22:21:43,2024-01-11 23:56:43,30.15,95,31354.26,1.75,54869.95,Completed,GoPay,Success
2660,TRP-002533,DRV-00459,USR-00136,LOC-0036,LOC-0030,2024-11-04 01:52:02,2024-11-04 03:42:02,19.25,110,70468.18,1.25,88085.22,Completed,Cash,Success
2661,TRP-002534,DRV-00011,USR-00618,LOC-0011,LOC-0051,2024-08-15 20:32:27,2024-08-15 21:45:27,15.31,73,109318.87,1.25,136648.59,Completed,GoPay,Success
2662,TRP-002535,DRV-00092,USR-00434,LOC-0004,LOC-0026,2024-05-13 19:12:35,2024-05-13 19:34:35,5.52,22,67899.8,1.0,67899.8,Cancelled,GoPay,Success
2663,TRP-002536,DRV-00013,USR-01688,LOC-0024,LOC-0018,2024-06-11 16:31:24,2024-06-11 17:53:24,1.94,-5,128028.92,1.0,128028.92,Completed,Credit Card,Success
2664,TRP-002537,DRV-00108,USR-01720,LOC-0002,LOC-0035,2024-11-17 20:45:09,2024-11-17 21:51:09,22.8,66,125065.92,1.0,125065.92,Completed,GoPay,Success
2665,TRP-002538,DRV-00028,USR-01765,LOC-0012,LOC-0045,2024-12-24 05:06:08,2024-12-24 05:25:08,3.32,19,77244.6,1.0,77244.6,Completed,GoPay,Success
2666,TRP-002539,DRV-00043,USR-01519,LOC-0052,LOC-0055,2024-10-31 10:54:15,2024-10-31 11:51:15,19.46,57,17461.26,1.0,17461.26,Cancelled,Credit Card,Success
2667,TRP-002540,DRV-00113,USR-01657,LOC-0046,LOC-0020,2024-08-15 03:39:52,2024-08-15 04:03:52,28.89,24,100698.95,1.0,100698.95,Completed,Cash,Success
2668,TRP-002541,DRV-00029,USR-00558,LOC-0053,LOC-0002,2024-03-25 06:29:37,2024-03-25 06:44:37,26.99,15,127943.91,1.5,191915.86,Completed,GoPay,Success
2669,TRP-002542,DRV-00185,USR-01948,LOC-0054,LOC-0035,2024-09-14 16:57:08,2024-09-14 17:11:08,29.61,14,93514.93,1.25,116893.66,Completed,Credit Card,Success
2670,TRP-002543,DRV-00315,USR-01786,LOC-0014,LOC-0046,2024-07-24 23:19:29,2024-07-25 00:17:29,29.9,58,129855.4,0.8,129855.4,Completed,Cash,Failed
2671,TRP-002544,DRV-00254,USR-01954,LOC-0053,LOC-0044,2024-09-19 06:16:46,2024-09-19 07:39:46,35.15,83,31417.12,1.25,39271.4,Completed,GoPay,Pending
2672,TRP-002545,DRV-00223,USR-00233,LOC-0041,LOC-0011,2024-01-18 07:33:53,2024-01-18 07:57:53,,24,15688.29,1.0,15688.29,Cancelled,GoPay,Success
2673,TRP-002546,DRV-00016,USR-01151,LOC-0047,LOC-0053,2024-10-11 12:05:26,2024-10-11 12:43:26,31.24,38,129622.95,1.0,129622.95,Completed,Credit Card,Success
2674,TRP-002547,DRV-00443,USR-01898,LOC-0021,LOC-0013,2024-02-09 12:12:02,2024-02-09 13:25:02,39.3,73,28378.18,2.5,70945.45,Cancelled,Cash,Success
2675,TRP-002547,DRV-00443,USR-01898,LOC-0021,LOC-0013,2024-02-09 12:12:02,2024-02-09 13:25:02,39.3,73,28378.18,2.5,70945.45,Cancelled,Cash,Success
2676,TRP-002548,DRV-00161,USR-01176,LOC-0013,LOC-0033,2024-11-21 21:31:14,2024-11-21 23:11:14,14.03,0,85559.77,1.0,85559.77,Completed,Credit Card,Success
2677,TRP-002549,DRV-00250,USR-01441,LOC-0034,LOC-0048,2024-04-11 10:25:38,2024-04-11 10:52:38,36.7,27,58497.62,1.25,73122.03,Cancelled,GoPay,Success
2678,TRP-002550,DRV-00153,USR-00149,LOC-0025,LOC-0048,2024-03-31 07:19:19,2024-03-31 08:59:19,11.86,100,49964.04,1.0,49964.04,Completed,GoPay,Success
2679,TRP-002551,DRV-00003,USR-00709,LOC-0024,LOC-0055,2024-02-01 06:28:44,2024-02-01 08:24:44,39.03,-10,61356.17,1.25,76695.21,Completed,Cash,Success
2680,TRP-002552,DRV-00463,USR-01162,LOC-0036,LOC-0033,2024-11-18 05:47:14,2024-11-18 06:15:14,27.93,28,82309.84,1.0,82309.84,completed,Credit Card,Success
2681,TRP-002553,DRV-00055,USR-01620,LOC-0044,LOC-0052,2024-01-03 21:09:41,2024-01-03 21:47:41,24.68,38,19832.37,1.25,24790.46,Completed,Cash,Success
2682,TRP-002554,DRV-00379,USR-01508,LOC-0019,LOC-0015,2024-12-30 16:47:24,2024-12-30 17:04:24,14.01,17,,1.0,,Completed,Cash,Pending
2683,TRP-002555,DRV-00050,USR-01893,LOC-0026,LOC-0006,2024-03-31 11:38:36,2024-03-31 12:46:36,26.46,68,91370.55,1.0,91370.55,Completed,GoPay,Success
2684,TRP-002556,DRV-00274,USR-00626,LOC-0028,LOC-0054,2024-07-20 20:34:29,2024-07-20 22:28:29,17.15,114,116527.95,1.25,145659.94,Cancelled,Credit Card,Success
2685,TRP-002557,DRV-00160,USR-01249,LOC-0017,LOC-0016,2024-12-06 10:45:43,2024-12-06 11:12:43,19.6,27,107215.3,1.0,107215.3,Completed,Cash,Success
2686,TRP-002558,DRV-00260,USR-00204,LOC-0033,LOC-0023,2024-09-08 13:03:39,2024-09-08 13:48:39,29.11,45,112167.65,1.5,168251.47,Completed,GoPay,Success
2687,TRP-002559,DRV-00024,USR-01201,LOC-0037,LOC-0017,2024-09-12 00:42:33,2024-09-12 01:27:33,20.4,45,22758.46,1.75,39827.31,Cancelled,GoPay,Success
2688,TRP-002560,DRV-00049,USR-00476,LOC-0014,LOC-0024,2024-04-11 05:16:37,2024-04-11 06:22:37,8.38,66,111337.62,1.0,111337.62,Completed,Cash,Success
2689,TRP-002561,DRV-00450,USR-01325,LOC-0023,LOC-0031,2024-06-25 11:26:20,2024-06-25 13:01:20,5.32,95,88160.59,1.5,132240.89,Cancelled,Credit Card,Success
